"s","o"
"http://dbpedia.org/resource/Basilaki_Island","Basilaki Island (Moresby Island) is an island in the Louisiade Archipelago in Milne Bay Province, Papua New Guinea. It is located at the eastern end of the New Guinea mainland. Its area is 100 km2.First recorded sighting by Europeans was by the Spanish expedition of Luís Vaez de Torres on 18 July 1606, that charted it as San Buenaventura (Saint Bonaventure in Spanish).A party of French naturalists was believed to have been murdered in James Bay in October 1880. A later visit established that they were instead killed on Basilisk Island.This island was the scene of the murder of 2 sailors by natives in Hoopiron Bay, July 28, 1885. The men were Captain John Friar and John Watkins, a carpenter of the Lallah Rook, a schooner registered in Saint John, New Brunswick. The vessel anchored in the bay to take on fresh water. After the murders, the crew sailed away.The murders were revenge taken for two unpaid-for deaths of natives in Friar's employ. Despite a two-day search of the island on October 16, by the crews of the Governor Blackall, and HMS Diamond and HMS Raven (1882), the murderers were not found, although the skulls of Friar and the carpenter were recovered and given a burial at sea. Later the Diamond returned and burned all the villages nearby.3 planes were ditched off the island in 1943, a P-38H Lightning, a P-38F Lightning, and a B-24D Liberator ""The Leila Belle"" (MIA)."
"http://dbpedia.org/resource/Basinów,_Kozienice_County","Basinów [baˈɕinuf] is a village in the administrative district of Gmina Magnuszew, within Kozienice County, Masovian Voivodeship, in east-central Poland. It lies approximately 8 kilometres (5 mi) south of Magnuszew, 20 km (12 mi) north-west of Kozienice, and 63 km (39 mi) south-east of Warsaw.The village has a population of 50."
"http://dbpedia.org/resource/Basmanda","Basmanda is a village in north-west Tajikistan. It is located in Ghonchi district of Sughd province. With the population of nearly 8000 it is one of the biggest villages of the province. Basmanda is situated on the foothills of Turkistan mountain ranges."
"http://dbpedia.org/resource/Basmath","Basmath or Vasmat is a city and a municipal council in Hingoli district  in the state of Maharashtra, India."
"http://dbpedia.org/resource/Basna","Basna is a census town in Mahasamund District in the Chhattisgarh state of India."
"http://dbpedia.org/resource/Basonia","Basonia [baˈsɔɲa] is a village in the administrative district of Gmina Józefów nad Wisłą, within Opole Lubelskie County, Lublin Voivodeship, in eastern Poland. It lies approximately 18 kilometres (11 mi) south-west of Opole Lubelskie and 58 km (36 mi) south-west of the regional capital Lublin."
"http://dbpedia.org/resource/Basqynshy","Basqynshy (Kazakh: Басқұншы) is a village in Almaty Region of south-eastern Kazakhstan."
"http://dbpedia.org/resource/Basrur","Basrur / Basroor is a village in Kundapur taluk in Udupi district of Karnataka. Historically Basrur was also called as Barcelor, Barcalor, Basnur, Bares, Abu-Sarur and Barsellor."
"http://dbpedia.org/resource/Bass,_Victoria","Bass is a small rural town 113 kilometres (70 mi) south-east of Melbourne via the South Gippsland and Bass Highways, in the Bass Coast Shire of Gippsland, Victoria, Australia. At the 2006 census, Bass and the surrounding area had a population of 937.The town is named after George Bass who explored and named Western Port bay in 1798 in a small whaling boat and sailed some distance up the Bass river. A memorial to George Bass stands in the George Bass Park. In 1835 a Scottish immigrant from Kirkudbright Scotland named Samuel Anderson sailed up the Bass River and with a partner Robert Massie established the third permanent settlement in Victoria.Samuel had arrived in Hobart in 1830 aboard the Lang and took up a position as bookkeeper at Circular Head with Van Diemen's Land Company before setting out for Western Port in September 1835.  Samuel's brothers Hugh and Thomas joined him at Bass where they established a successful farming venture.The Anderson graves and some of their descendants are located in the San Remo Cemetery. Descendents of Thomas Anderson, the only brother to marry, remain in the area to this day. In the magazine Ancestor vol 3 No 4 1963 a chart shows the royal descent of the Reverend Herbert Potter and his wife Mary Anderson of San Remo from Edward III King of England.The township of Bass was surveyed and settled in the early 1860s, the Post Office opening on 1 June 1862.Located near the town is Wildlife Wonderland, which features the Giant Earthworm Museum. This building allows tourists to crawl through a magnified replica of a worm burrow and a simulated worm's stomach. Displays and educational material on the Giant Gippsland earthworm, which can grow up to 3 metres in length, and other natural history of Gippsland are also featured.  Unfortunately, this Museum closed in recent years.The town in conjunction with neighbouring township Kilcunda has an Australian Rules football team competing in the Alberton Football League."
"http://dbpedia.org/resource/Bass_Hill,_New_South_Wales","Bass Hill, a suburb of local government area  City of Bankstown, is located 23 kilometres south-west of the Sydney central business district, in the state of New South Wales, Australia, and is a part of the South-western Sydney region."
"http://dbpedia.org/resource/Bass_River_(Victoria)","The Bass River, a perennial river of the Western Port catchment, is located in the West Gippsland region of the Australian state of Victoria."
"http://dbpedia.org/resource/Basti_Fauja","Basti Fauja is a town and union council of Dera Ghazi Khan District in the Punjab province of Pakistan. It is located at 29°46'49N 70°36'4E and has an altitude of 111 metres (367 feet)."
"http://dbpedia.org/resource/Basti_Malana","Basti Malana is a town and union council of Dera Ghazi Khan District in the Punjab province of Pakistan. It is located at 29°52'0N 70°39'0E and has an altitude of 106 metres (351 feet)."
"http://dbpedia.org/resource/Basti_Maluk","Basti Maluk (Urdu: بستی ملوک‎) is town of Multan District, Punjab, Pakistan. Basti Maluk and its localities and subtowns comprise a population of around 20,000. It is located at 29°51′16″N 71°32′11″E and an altitude of 119 metres.Basti Maluk is a town situated 35 km in south of Multan. In east duniya pur is located and in west there is Shuja Abad. which is famous for mangoes all over the world. In its south there is another little population named as Makhdoom Aali. This place is famous for Halwa the most famous Brand is Munawar ka Sohan Halwa. (this town is marked erroneously about 100 miles away in north western direction of its actual position."
"http://dbpedia.org/resource/Bastora","Bastora is a village in North Goa, India. It is located on the outskirts of Mapusa town. Green and still scenic, this is one of the many communities and villages that makes up mainly-rural, but fast-urbanising Goa."
"http://dbpedia.org/resource/Bastukbacheh","Bastukbacheh is a village in Bamyan Province in northern-central Afghanistan."
"http://dbpedia.org/resource/Basudeb_Chap","Basudeb Chap is a village of Gosairhat Upazila under Shariatpur District in the Barisal Division of southern-central Bangladesh."
"http://dbpedia.org/resource/Basudebpara","Basudebpara is a village in Barisal District in the Barisal Division of southern-central Bangladesh."
"http://dbpedia.org/resource/Basudebpur","Basudevpur is a town and a Notified Area Council in Bhadrak district  in the state of Odisha, India which is going to be a municipality corporation."
"http://dbpedia.org/resource/Basugaon","Basugaon (IPA:ˈbɑːsʊˌgɑ̃ʊ) is a town and a town area committee in Chirang district  in the state of Assam, India."
"http://dbpedia.org/resource/Basupatti","Basupatti is a village in Barisal District in the Barisal Division of southern-central Bangladesh."
"http://dbpedia.org/resource/Baszki","Baszki [ˈbaʂki] is a village in the administrative district of Gmina Niemce, within Lublin County, Lublin Voivodeship, in eastern Poland. It lies approximately 5 kilometres (3 mi) south of Niemce and 9 km (6 mi) north-east of the regional capital Lublin."
"http://dbpedia.org/resource/Basznia_Dolna","Basznia Dolna [ˈbaʂɲa ˈdɔlna] (Ukrainian: Башня Долішня, Bashnia Dolishnia) is a village in the administrative district of Gmina Lubaczów, within Lubaczów County, Subcarpathian Voivodeship, in south-eastern Poland, close to the border with Ukraine. It lies approximately 7 kilometres (4 mi) east of Lubaczów and 88 km (55 mi) east of the regional capital Rzeszów.The village has a population of 1,011."
"http://dbpedia.org/resource/Basznia_Górna","Basznia Górna [ˈbaʂɲa ˈɡurna] (Ukrainian: Башня Горішня, Bashnia Horishnia) is a village in the administrative district of Gmina Lubaczów, within Lubaczów County, Subcarpathian Voivodeship, in south-eastern Poland, close to the border with Ukraine. It lies approximately 10 kilometres (6 mi) east of Lubaczów and 90 km (56 mi) east of the regional capital Rzeszów.The village has a population of 447."
"http://dbpedia.org/resource/Baszowice","Baszowice [baʂɔˈvit͡sɛ] is a village in the administrative district of Gmina Nowa Słupia, within Kielce County, Świętokrzyskie Voivodeship, in south-central Poland. It lies approximately 2 kilometres (1 mi) north-west of Nowa Słupia and 32 km (20 mi) east of the regional capital Kielce.The village has a population of 400."
"http://dbpedia.org/resource/Batadanduwela","Batadanduwela is a village in Sri Lanka. It is located within Central Province."
"http://dbpedia.org/resource/Batagay-Alyta","Batagay-Alyta (Russian: Батагай-Алыта Yakut: Баатаҕай Алыыта), also known as Sakkyryr (Russian: Саккырыр; Yakut: Саккырыыр) is a rural locality (a selo) and the administrative center of Eveno-Bytantaysky National District in the Sakha Republic, Russia, located on the eastern flank of the Verkhoyansk Range, a few kilometers from the left bank of the Ulakhan-Sakkyryr River. Its population as of the 2010 Census was 1,832."
"http://dbpedia.org/resource/Batajor","Batajor is a village in Barisal District in the Barisal Division of southern-central Bangladesh."
"http://dbpedia.org/resource/Batakurki","Batakurki is a village in Belgaum district in the southern state of Karnataka, India."
"http://dbpedia.org/resource/Batamara","Batamara is a village in Barisal District in the Barisal Division of southern-central Bangladesh."
"http://dbpedia.org/resource/Batang_County","Batang County (Standard Tibetan: འབའ˙ཐང; Simplified Chinese: 巴塘县; Pinyin: Bātáng Xiàn) is a county located in western Garzê Tibetan Autonomous Prefecture, Sichuan Province, People's Republic of China. Government address: Xiaqiong Town, Batang County, Ganzi, Sichuan 627650. Area code: 0836. The main administrative centre is known as Batang Town or Xiaqiong Town.1990 statistics give its population as 47,256, with 42,044 living in rural areas and 5,212 living in urban areas. The nationalities mainly consist of Tibetans, Hans, and Yis, Hui, and Qiang. By far the most numerous group are the Tibetans whose population is given as 44,601. It is 260 km (160 mi) from north to south and 45 km (28 mi) west to east and has an area of 8,186 km2 (3,161 sq mi).It borders on Xiangcheng County and Litang County in the east. Derong County to the south, Mangkang, Yanqing, and Gonju counties of Tibet and Dêqên County of Yunnan in the west, across the Jinsha or ""Golden Sands"" River (the upper course of the Yangtze). It borders Baiyu County to the north.It is warmer here than most of Tibet (because of the lower altitude) and is reported to be a friendly, easy-going place, surrounded by barley fields. The plain surrounding the town is unusually fertile and produces two harvests a year. The main products include: rice, maize, barley, wheat, peas, cabbages, turnips, onions, grapes, pomegranates, peaches, apricots, water melons and honey. There are also cinnabar (mercury sulphide) mines from which mercury is extracted.The low-lying Batang Valley (altitude about 2,740 m) was one of the few regions of Tibet with a Chinese settlement before 1950. There were American Protestant and French Catholic missions here focused on medical and educational projects. ""Many Bapa (natives of Batang) acquired high bureaucratic positions following the Chinese occupation in consequence of their familiarity with the Chinese language and modern education."""
