"s","o"
"http://dbpedia.org/resource/Yehor_Demchenko","Yehor Demchenko (Ukrainian:  Єгор Васильович Демченко; born 25 July 1997 in Stepnohirsk, Zaporizhia Oblast, Ukraine) is a Ukrainian football midfielder. He is currently playing for Ukrainian side FC Metalurh Zaporizhya. Demchenko is a product of FC Metalurh Zaporizhya youth team system. His first trainer was Mykola Syenovalov.He made his debjut for Metalurh Zaporizhya in the Ukrainian Premier League in match against FC Hoverla Uzhhorod in 8 August 2015."
"http://dbpedia.org/resource/Yisel","Yisel Denís Duque (better known under the stage name Yisel) is a Cuban-American singer-songwriter and producer. She was born in Havana, Cuba, and has lived in Miami, Florida since 1988."
"http://dbpedia.org/resource/Yoshio_Shigezono","Yoshio Shigezono (重園 贇雄, Shigezono Yoshio, born 1908) was a Japanese lyricist and music teacher. He is known principally for writing the words for the Hiroshima Peace Song."
"http://dbpedia.org/resource/Youn-a","Youn-a (ヨンア, Yon'a, born October 29, 1985 in Seoul, South Korea) is a Japanese-South Korean model who is affiliated with Oscar Promotion.Youn-A uses this as a stage name, while her name in Korean was Kim Yeonga (김영아). She was an exclusive model in the women's magazine Oggi an appeared in many television advertisements."
"http://dbpedia.org/resource/Yousuke_Ichikawa","Yousuke Ichikawa (市川 洋介, Ichikawa Yōsuke, born May 1, 1980, in Yokohama, Kanagawa Prefecture, Japan) is a Japanese actor and model who is affiliated with Pocket. He graduated from Yokohama National University's University of Electro-Communications."
"http://dbpedia.org/resource/Yui_Minami","Saaya Osako (大迫 沙綾, Ōsako Saaya,  née Ogura (小倉), born August 5, 1990, in Saitama Prefecture, Japan), better known as Yui Minami (南 結衣, Minami Yui), is a Japanese gravure idol and former child actress who is represented by the talent agency JMO.She is nicknamed YuiYui (ゆいゆい). She graduated from Ryutsu Keizai University's Department of Sociology."
"http://dbpedia.org/resource/Yulianna","Yuliya Vladimirovna Zinovieva (born May 26, 1982) is a Russian American vocalist, songwriter, actress, producer, and businesswoman. She achieved popularity in the music world in the early 2000s by combining her classical training with mainstream pop music and charted on the Billboard Dance/Club Songs Chart in 2013 at number 49 with her song '""Don't Take Your Love Away""'.Yulianna has been credited with coining the music term Popra or the combination of pop and opera."
"http://dbpedia.org/resource/Yuna_Taira","Yuna Taira (平 祐奈, Taira Yūna, born November 12, 1998) is a Japanese actress."
"http://dbpedia.org/resource/Yuria_Kizaki","Yuria Kizaki (木﨑 ゆりあ, Kizaki Yuria, born February 11, 1996 in Aichi Prefecture) is a member of the Japanese idol girl group AKB48, Team B."
"http://dbpedia.org/resource/Yuriko_Hoshi","Yuriko Hoshi (星 由里子, Hoshi Yuriko, born 6 December 1943, real name Yuriko Shimizu (清水 由里子)) is a Japanese actress. She has appeared in more than ninety films since 1959."
"http://dbpedia.org/resource/Yuuki_Ogoe","Yuuki Ogoe (小越 勇輝, Ogoe Yūki, born April 8, 1994, in Tokyo) is a Japanese actor, and model who is affiliated with Theatre Co./AT Productions.  He played the role of Ramon (Basshaa) in the 2008 Kamen Rider TV series Kamen Rider Kiva.In 2010, he became one of the cast of Alien vs Ninja"
"http://dbpedia.org/resource/Yuuri_Morishita","Yuuri Morishita (森下 悠里, Morishita Yūri, born January 30, 1985, in Hachiōji, Tokyo) is a Japanese idol who is represented by the talent agency Asche."
"http://dbpedia.org/resource/Yuuri_Morishita","Yuuri Morishita (森下 悠里, Morishita Yūri, born January 30, 1985, in Hachiōji, Tokyo) is a Japanese idol who is represented by the talent agency Asche."
"http://dbpedia.org/resource/Yvonnick_Prene","Yvonnick Prene (born January 19, 1984) is a French harmonica player and a recording artist."
"http://dbpedia.org/resource/Yō_Yoshida","Yō Yoshida (吉田 羊, Yoshida Yō, born February 3, in  Kurume, Fukuoka) is a Japanese actress who is represented by the talent agency Oranku."
"http://dbpedia.org/resource/Yūki_Mihara","Yūki Mihara (三原 勇希, Mihara Yūki, born April 4, 1990, in Higashiōsaka, Osaka Prefecture, Japan) is a Japanese model and gravure idol who is affiliated with Discovery Entertainment. She has a bachelor's degree in literature from Rikkyo University."
"http://dbpedia.org/resource/Zaena","Zaena Cherif (born February 21, 1988), better known by her stage name Zaena, is an American electronic music recording artist from Sebha, Libya. In 2014, she began to gain major recognition following the release of her debut LP Maek Pandamonium Visual Album."
"http://dbpedia.org/resource/Zaid_Ashkanani","Zaid Ashkanani (born 24 May 1994) is a Kuwaiti racing driver."
"http://dbpedia.org/resource/Zak_Normandin","Zak Normandin (Jan 29th, 1984) is an American entrepreneur and founder of Little Duck Organics, a privately held New York City based company focused on organic children's snacks. Normandin is best known for innovative consumer product packaging designs, and advocacy of organic food products. He is currently CEO at Dirty Lemon Beverages, a Brooklyn-based beverage brand."
"http://dbpedia.org/resource/Zakar_Keshishian","Zakar Keshishian (Armenian: Զաքար Քեշիշյան, born February 15, 1968) is an Armenian musician."
"http://dbpedia.org/resource/Zane_Musa_(saxophonist)","Zane Musa (1/1/1979 - 2/2/2015) was an Alto/Soprano/Tenor virtuoso Saxophonist and talented vocalist, most widely known for his extraordinary note intense insanely riveting command of the saxophone.  San Fernando Valley resident Zane Musa has performed and recorded with some of the finest musicians around the globe.  His well-respected talents have been showcased by the likes of Arturo Sandoval, Roy Hargrove, Macy Gray, John Mayer, Lupe Fiasco and Christina Aguilera, as well as the Nikhil Korula Band and Karina Corradini.  He also lent his sound to the house bands of several popular television shows including The Voice, Jimmy Kimmel Live, and The Carson Daly Show.  He was a regular player in prominent clubs in Hollywood and has been invited to contribute to several bands, including Jeff Goldblum and the Mildred Snitzer Orchestra, fronted by the well-known actor and accomplished pianist, Jeff Goldblum.  Some of his final work was touring and recording with the incomparable, Arturo Sandoval.  Zane Musa is featured on the recording ""Be Bop"" alongside Arturo Sandoval.   Zane was well-respected and sought after by many fellow musicians/friends and has a long history of contributing his unique sound to a host of albums for various other artists.  Zane's solo jazz CD/LP was released under an independent label, Straight Ahead Records, founded by mastering engineer Bernie Gurndman and Stewart Levine, producers for various successful artists including Dave Sandburn, Simply Red, Jamie Culum, and the Crusaders,  As a soloist/bandleader/sideman Zane has performed in various prestigious venues including the Playboy Jazz Festival, Lincoln Center, the IAJE conventions in Atlanta and New York, the Syracuse Jazz festival, the Blue Whale, Catalinas in Hollywood and countless other venues.  Although Zane's roots are well grounded in classic and improvisational jazz, Zane was working to bring forth an innovative blend of Jazz/Funk.  Melding styles together in a unique sax-intense (note-worthy) sound distinctly his own."
"http://dbpedia.org/resource/Zeev_Aram","Zeev Aram OBE (born 5 October 1931) is a British furniture and interior designer. He is the founder and Chairman of Aram Designs Ltd, a modern furniture store in London's Covent Garden serving both the retail and contract market. He is responsible for introducing to the London market designers such as Marcel Breuer, the Castiglioni brothers, Mies van der Rohe, and Le Corbusier."
"http://dbpedia.org/resource/Zohre_Esmaeli","Zohre Esmaeli (born 1 July 1985 in Kabul) is a model, designer and author from Afghanistan. She lives in Düsseldorf, Germany and she was said to be the only international top model from Afghanistan in 2014."
"http://dbpedia.org/resource/Zoltán_Kontár","Zoltán Kontár (born 7 November 1993) is a Slovak professional footballer who plays for FK Senica as a defender, on loan from FC Petržalka akadémia."
"http://dbpedia.org/resource/Zoë_Buckman","Zoë Buckman (born September 13, 1985) is a British artist, photographer and producer."
"http://dbpedia.org/resource/Émilie_de_Villeneuve","Saint Émilie de Villeneuve (9 March 1811 – 2 October 1854) was a Roman Catholic French nun and the founder of the Sisters of Our Lady of the Immaculate Conception of Castres.After she died her cause of canonization was opened. She was cleared for beatification in 2007 after a miracle found to have been attributed to her intercession was ratified and she was beatified in 2009. She was cleared for sainthood in 2014 and was canonized by Pope Francis on 17 May 2015."
"http://dbpedia.org/resource/Íkaro_Valderrama","Ikaro Valderrama Ortiz (born July 17, 1984 in Sogamoso) is a Colombian singer, writer, composer and multi-instrumentalist.  His musical and literary work has influences from Siberia, India and Latin America."
"http://dbpedia.org/resource/A._Cavour_Chapman","Adelbert Cavour Chapman (October 25, 1860 – September 1, 1943) was a former mayor of Moncton, New Brunswick, in 1896, 1920 and 1921. He was born and raised in Dorchester, and studied at Mount Allison University. Prior to being elected Mayor, Chapman served the city as an Alderman on Moncton City Council. He married P. Althea Cleveland on Oct. 24, 1883; and produced two sons and two daughters. He was the son of Robert A. and Mary Elizabeth (Frost) Chapman.He was owner of the New Brunswick Anchor Wire Fence Company, president of the Kent Lumber Company and National Dry Cleaning, Ltd (1919), a founding Director of the Central Trust Company Limited and one of the incorporaters of the Petitcodiac Hydro Development Company. He was also a president of the Moncton Hospital Board of Trustees.His residence was declared an Historic Place in 2006."
"http://dbpedia.org/resource/A._J._Pollock","Allen Lorenz ""A. J."" Pollock (born December 5, 1987) is an American professional baseball center fielder for the Arizona Diamondbacks of Major League Baseball."
